benchmark,mode,processes,bytes,metric,run1,run2,run3,avg_of_3runs
allgather,Unenc,4,8192,t_avg[usec],249.2,248.43,246.49,248.04
allgather,Unenc,4,16384,t_avg[usec],399.48,399.71,397.38,398.8566666666667
allgather,Unenc,4,32768,t_avg[usec],955.87,953.18,946.73,951.9266666666666
allgather,Unenc,4,65536,t_avg[usec],1786.79,1796.7,1803.07,1795.52
allgather,Unenc,4,131072,t_avg[usec],3362.6,3372.35,3362.73,3365.8933333333334
allgather,Unenc,4,262144,t_avg[usec],9085.22,7156.14,9081.44,8440.933333333334
allgather,Unenc,4,524288,t_avg[usec],14631.21,14580.92,18092.41,15768.18
allgather,Unenc,4,1048576,t_avg[usec],29378.22,29341.16,29275.86,29331.746666666666
allgather,Unenc,4,2097152,t_avg[usec],59163.05,59217.91,59082.81,59154.590000000004
allgather,Unenc,4,4194304,t_avg[usec],118759.72,118414.66,118258.71,118477.69666666667
allgather,Unenc,8,0,t_avg[usec],0.03,0.03,0.03,0.03
allgather,Unenc,8,2,t_avg[usec],88.84,91.19,80.13,86.72
allgather,Unenc,8,4,t_avg[usec],88.65,87.97,80.17,85.59666666666666
allgather,Unenc,8,8,t_avg[usec],88.45,92.1,80.4,86.98333333333333
allgather,Unenc,8,16,t_avg[usec],90.17,92.44,81.1,87.90333333333334
allgather,Unenc,8,32,t_avg[usec],92.66,94.12,82.91,89.89666666666666
allgather,Unenc,8,64,t_avg[usec],96.66,96.09,87.28,93.34333333333333
allgather,Unenc,8,128,t_avg[usec],103.77,102.06,95.93,100.58666666666667
allgather,Unenc,8,256,t_avg[usec],114.86,117.52,116.38,116.25333333333333
allgather,Unenc,8,512,t_avg[usec],146.82,150.27,146.34,147.81
allgather,Unenc,8,1024,t_avg[usec],184.53,187.04,185.46,185.67666666666668
allgather,Unenc,8,2048,t_avg[usec],264.14,268.28,264.94,265.78666666666663
allgather,Unenc,8,4096,t_avg[usec],431.06,430.15,430.75,430.6533333333333
allgather,Unenc,8,8192,t_avg[usec],442.86,464.78,448.42,452.02
allgather,Unenc,8,16384,t_avg[usec],811.04,808.6,808.0,809.2133333333334
allgather,Unenc,8,32768,t_avg[usec],1849.4,1858.68,1858.53,1855.5366666666666
allgather,Unenc,8,65536,t_avg[usec],3476.81,3505.68,3461.32,3481.27
allgather,Unenc,8,131072,t_avg[usec],6874.11,6821.65,6844.22,6846.66
allgather,Unenc,8,262144,t_avg[usec],16545.72,15966.01,14296.74,15602.823333333334
allgather,Unenc,8,524288,t_avg[usec],31790.28,29356.71,29584.23,30243.739999999998
allgather,Unenc,8,1048576,t_avg[usec],56325.77,73617.34,59520.53,63154.54666666666
allgather,Unenc,8,2097152,t_avg[usec],116105.84,153180.2,120424.44,129903.49333333333
allgather,Unenc,8,4194304,t_avg[usec],251976.66,302730.47,275337.56,276681.56333333335
